name,gp,min,pts,fgm,fga,fg,3p_made,3pa,3p,ftm,fta,ft,oreb,dreb,reb,ast,stl,blk,tov,target_5yrs
KJ Simpson,36,23.4,7.8,2.9,8.4,34.6,0.9,3.6,25.4,1.1,1.4,82.0,1.1,1.9,3.0,3.1,0.9,0.2,1.6,
