name,gp,min,pts,fgm,fga,fg,3p_made,3pa,3p,ftm,fta,ft,oreb,dreb,reb,ast,stl,blk,tov,target_5yrs
Jalen Wilson,43,15.5,5.0,1.8,4.2,42.5,0.6,1.7,32.4,0.9,1.1,82.6,1.1,2.0,3.0,1.0,0.3,0.1,0.4,
